Date,Open,High,Low,Close,Adj Close,Volume
2021-12-15,426.109985,432.980011,423.670013,432.750000,416.012085,6871300
2021-12-16,434.559998,434.799988,427.350006,428.839996,412.253326,7159500
2021-12-17,425.850006,428.790009,422.670013,424.390015,407.975433,8882700
2021-12-20,419.390015,420.220001,416.299988,419.799988,403.562927,9903400
2021-12-21,421.649994,425.850006,419.519989,425.690002,410.725067,6916700
2021-12-22,425.450012,430.089996,425.320007,429.989990,414.873901,4992200
2021-12-23,430.910004,434.100006,430.869995,432.640015,417.430695,5032700
2021-12-27,433.980011,438.820007,433.950012,438.809998,423.383789,4986300
2021-12-28,439.279999,440.190002,437.660004,438.480011,423.065430,4865800
2021-12-29,438.500000,439.950012,437.540009,439.010010,423.576813,4596700
2021-12-30,439.390015,440.359985,437.320007,437.769989,422.380402,3751800
2021-12-31,437.230011,438.380005,436.390015,436.570007,421.222595,5185600
2022-01-03,437.929993,439.269989,435.640015,439.250000,423.808350,6017300
2022-01-04,440.579987,441.260010,437.220001,439.070007,423.634705,6262200
2022-01-05,438.779999,439.410004,430.529999,430.660004,415.520294,7539600
2022-01-06,430.200012,432.829987,427.899994,430.079987,414.960693,7971500
2022-01-07,430.209991,431.359985,427.200012,428.589996,413.523102,6157500
2022-01-10,425.380005,428.190002,419.769989,428.029999,412.982758,10481500
2022-01-11,427.679993,431.950012,424.779999,431.779999,416.600952,7282400
2022-01-12,433.559998,435.040009,431.140015,433.070007,417.845642,8270300
2022-01-13,434.089996,434.720001,426.089996,427.100006,412.085480,7521300
2022-01-14,423.950012,427.579987,422.809998,427.230011,412.210938,9960800
2022-01-18,422.619995,424.980011,417.329987,419.739990,404.984192,10681500
2022-01-19,421.170013,422.540009,415.070007,415.329987,400.729248,8184100
2022-01-20,417.170013,421.750000,410.290009,410.760010,396.319885,8907600
2022-01-21,409.709991,411.929993,402.660004,402.690002,388.533569,16225900
2022-01-24,397.260010,404.880005,386.839996,404.369995,390.154572,22970700
2022-01-25,398.170013,404.260010,392.730011,399.459991,385.417114,16836300
2022-01-26,405.660004,408.200012,394.339996,398.559998,384.548767,14377300
2022-01-27,402.929993,405.970001,394.820007,396.540009,382.599854,12455200
2022-01-28,397.820007,406.329987,393.299988,406.260010,391.978088,12096800
2022-01-31,405.670013,413.970001,404.350006,413.690002,399.146912,9200400
2022-02-01,414.339996,417.040009,410.899994,416.390015,401.752014,8154900
2022-02-02,418.980011,421.179993,416.540009,420.359985,405.582428,6726500
2022-02-03,414.589996,416.429993,409.790009,410.589996,396.155884,7658300
2022-02-04,410.339996,416.239990,408.059998,412.519989,398.018005,8210000
2022-02-07,413.230011,414.619995,409.899994,411.160004,396.705841,5620900
2022-02-08,410.720001,415.459991,409.350006,414.489990,399.918762,5565700
2022-02-09,418.549988,420.869995,418.350006,420.570007,405.785065,6284500
2022-02-10,414.929993,420.799988,411.140015,413.179993,398.654816,9260500
2022-02-11,413.149994,415.200012,403.570007,404.940002,390.704498,10458600
2022-02-14,404.429993,405.989990,400.239990,403.619995,389.430847,10167600
2022-02-15,408.179993,410.290009,407.459991,410.100006,395.683105,6815000
2022-02-16,408.200012,411.890015,406.320007,410.589996,396.155884,7743800
2022-02-17,407.489990,407.980011,401.230011,401.859985,387.732758,7541000
2022-02-18,402.149994,403.309998,397.000000,399.290009,385.253143,10570800
2022-02-22,397.049988,400.369995,391.510010,394.920013,381.036774,10414700
2022-02-23,397.739990,398.320007,387.380005,387.809998,374.176727,12154900
2022-02-24,377.760010,394.170013,377.500000,393.769989,379.927185,21277200
2022-02-25,394.950012,402.519989,393.399994,402.369995,388.224854,11665200
2022-02-28,397.179993,402.850006,396.000000,401.359985,387.250305,11855900
2022-03-01,400.010010,401.920013,392.790009,395.339996,381.442017,9124400
2022-03-02,397.720001,404.100006,396.779999,402.600006,388.446777,8185200
2022-03-03,405.019989,405.540009,398.880005,400.579987,386.497742,8745300
2022-03-04,396.929993,398.429993,393.369995,397.339996,383.371613,6317700
2022-03-07,396.730011,397.000000,385.559998,385.609985,372.054016,8411500
2022-03-08,385.760010,392.739990,381.640015,382.700012,369.246338,9356100
2022-03-09,390.880005,394.850006,388.720001,392.899994,379.087799,5812600
2022-03-10,388.440002,392.010010,386.529999,391.149994,377.399231,6394800
2022-03-11,393.619995,394.190002,385.679993,386.160004,372.584717,5872800
2022-03-14,387.070007,390.269989,382.250000,383.339996,369.863800,6455000
2022-03-15,385.859985,392.369995,384.630005,391.750000,377.978149,5739400
2022-03-16,395.500000,400.549988,390.549988,400.510010,386.430237,7407300
2022-03-17,398.640015,405.559998,398.299988,405.410004,391.157959,5177500
2022-03-18,403.980011,410.279999,403.239990,409.890015,395.480499,5875000
2022-03-21,409.839996,411.750000,406.429993,409.910004,395.499817,4159500
2022-03-22,411.200012,415.519989,411.200012,414.670013,400.092468,4231700
2022-03-23,412.160004,413.619995,409.290009,409.329987,394.940155,3742600
2022-03-24,409.890015,414.100006,408.809998,414.019989,400.810699,2977300
2022-03-25,414.790009,416.359985,412.209991,416.119995,402.843689,3638000
2022-03-28,415.500000,419.049988,413.690002,418.989990,405.622131,3395300
2022-03-29,422.959991,424.720001,420.250000,424.290009,410.753021,5510600
2022-03-30,423.260010,424.010010,419.589996,421.649994,408.197235,4794300
2022-03-31,420.970001,421.670013,415.049988,415.170013,401.924072,5876600
2022-04-01,416.679993,416.820007,412.869995,416.320007,403.037323,4663100
2022-04-04,416.450012,419.959991,415.720001,419.850006,406.454712,5117200
2022-04-05,418.559998,420.820007,413.500000,414.660004,401.430267,4112000
2022-04-06,410.760010,412.660004,407.640015,410.459991,397.364227,5540700
2022-04-07,409.600006,414.299988,407.739990,412.529999,399.368225,4954100
2022-04-08,411.850006,414.220001,409.980011,411.529999,398.400146,4752800
2022-04-11,408.500000,409.059998,403.929993,404.399994,391.497650,3342800
2022-04-12,407.329987,409.709991,401.369995,402.920013,390.064850,6615800
2022-04-13,402.570007,408.200012,402.480011,407.470001,394.469666,4358700
2022-04-14,407.720001,408.779999,402.339996,402.519989,389.677582,3735700
2022-04-18,401.549988,404.220001,400.440002,402.589996,389.745331,4305900
2022-04-19,402.579987,409.769989,402.359985,409.019989,395.970184,3841500
2022-04-20,410.820007,411.390015,407.670013,408.709991,395.670074,5067100
2022-04-21,412.380005,413.679993,401.799988,402.649994,389.803497,4670200
2022-04-22,401.670013,401.890015,391.100006,391.660004,379.164093,6326400
2022-04-25,389.420013,394.059998,385.000000,393.799988,381.235809,8141200
2022-04-26,391.399994,391.589996,382.440002,382.540009,370.335052,8493000
2022-04-27,383.500000,388.750000,381.500000,383.529999,371.293488,6415700
2022-04-28,388.230011,394.899994,383.869995,393.140015,380.596893,7030200
2022-04-29,389.420013,391.450012,378.000000,378.700012,366.617554,8221900
2022-05-02,378.790009,382.269989,372.329987,381.079987,368.921600,10737000
2022-05-03,381.619995,385.059998,380.000000,382.730011,370.519012,5607700
2022-05-04,383.350006,394.929993,380.279999,394.339996,381.758636,7367500
2022-05-05,390.220001,390.309998,376.350006,380.489990,368.350464,10477300
2022-05-06,378.010010,381.279999,372.950012,378.100006,366.036713,7959600
2022-05-09,372.359985,373.559998,364.500000,365.899994,354.225952,10793200
2022-05-10,371.899994,373.220001,362.910004,366.839996,355.135956,7870800
2022-05-11,365.970001,371.359985,360.269989,360.929993,349.414520,8026900
2022-05-12,357.839996,363.750000,354.019989,360.649994,349.143433,7679200
2022-05-13,364.730011,370.579987,363.640015,369.160004,357.381927,5377400
2022-05-16,367.709991,371.350006,365.450012,367.839996,356.104095,4719800
2022-05-17,373.660004,375.559998,370.079987,375.200012,363.229309,4513300
2022-05-18,370.980011,371.160004,359.000000,360.339996,348.843353,6883600
2022-05-19,357.170013,362.230011,355.850006,357.929993,346.510254,6359500
2022-05-20,361.410004,361.950012,349.760010,358.019989,346.597412,8755900
2022-05-23,361.089996,365.570007,358.850006,364.809998,353.170746,5254900
2022-05-24,360.850006,363.209991,355.700012,362.179993,350.624634,5567300
2022-05-25,360.540009,367.160004,360.269989,365.200012,353.548309,5704600
2022-05-26,366.450012,374.130005,366.269989,372.459991,360.576660,4248300
2022-05-27,374.940002,381.859985,374.799988,381.799988,369.618652,3911800
2022-05-31,380.230011,382.850006,376.920013,379.679993,367.566315,5016500
2022-06-01,381.609985,382.640015,374.100006,376.500000,364.487732,4245800
2022-06-02,376.410004,383.739990,374.200012,383.649994,371.409668,3273700
2022-06-03,379.109985,380.600006,376.480011,377.440002,365.397736,2749500
2022-06-06,381.329987,382.959991,377.410004,378.470001,366.394928,2659500
2022-06-07,375.160004,382.609985,374.709991,382.170013,369.976898,2649900
2022-06-08,380.500000,382.230011,377.260010,377.989990,365.930237,3436400
2022-06-09,376.239990,378.440002,369.019989,369.100006,357.323883,3022000
2022-06-10,362.929993,363.690002,358.230011,358.269989,346.839386,7629700
2022-06-13,349.109985,350.839996,343.059998,344.459991,333.470032,10399700
2022-06-14,346.369995,347.320007,340.570007,343.600006,332.637451,7584200
2022-06-15,346.820007,352.839996,341.970001,348.519989,337.400482,7887600
2022-06-16,340.480011,340.839996,334.570007,337.070007,326.315765,8821900
2022-06-17,337.309998,340.869995,334.239990,337.950012,327.167755,7084000
2022-06-21,343.190002,347.500000,343.109985,346.230011,335.183563,5628300
2022-06-22,342.079987,349.510010,341.630005,345.500000,334.476837,4876100
2022-06-23,347.630005,349.609985,344.140015,349.130005,337.990997,6708800
2022-06-24,352.029999,360.019989,351.970001,360.000000,348.514191,5458600
2022-06-27,361.000000,361.149994,357.570007,358.649994,347.207275,4608600
2022-06-28,360.079987,362.839996,350.899994,350.899994,339.704529,8797800
2022-06-29,350.429993,351.359985,347.809998,349.640015,339.871735,3775900
2022-06-30,345.880005,349.839996,342.450012,346.880005,337.188873,7159600
2022-07-01,346.160004,350.829987,343.589996,350.440002,340.649414,7481500
2022-07-05,345.480011,351.100006,342.779999,351.059998,341.252045,6180600
2022-07-06,351.230011,354.679993,348.929993,352.329987,342.486603,5450900
2022-07-07,354.010010,358.299988,354.000000,357.500000,347.512115,3737500
2022-07-08,355.910004,359.049988,354.470001,357.290009,347.308044,4791300
2022-07-11,354.839996,355.570007,352.510010,353.250000,343.380890,3491700
2022-07-12,352.600006,354.899994,348.380005,349.989990,340.211975,4080300
