Date,Open,High,Low,Close,Adj Close,Volume
2024-03-18,473.950012,475.279999,472.500000,472.950012,472.950012,3939100
2024-03-19,472.200012,475.739990,471.290009,475.600006,475.600006,4550200
2024-03-20,475.540009,480.019989,474.929993,479.750000,479.750000,6179400
2024-03-21,482.619995,483.239990,481.209991,481.350006,481.350006,5044700
2024-03-22,479.869995,480.320007,478.820007,479.179993,479.179993,5876800
